"","subplot","point","hits","sp"
"613","TCO 8","31","hit_1","DANINT"
"614","TCO 8","31","hit_2","POTDIV"
"615","TCO 8","32","hit_1","DANINT"
"616","TCO 8","33","hit_1","DANINT"
"617","TCO 8","33","hit_2","ERISIM"
"618","TCO 8","34","hit_1","DANINT"
"619","TCO 8","34","hit_2","ARTSCO"
"620","TCO 8","35","hit_1","DANINT"
"621","TCO 8","35","hit_2","ACHMIL"
"622","TCO 8","36","hit_1","DESCES"
"623","TCO 8","37","hit_1","DANINT"
"624","TCO 8","37","hit_2","VACSPP"
"625","TCO 8","39","hit_1","DANINT"
"626","TCO 8","40","hit_1","DANINT"
"627","TCO 8","41","hit_1","DANINT"
"628","TCO 8","43","hit_1","ERISIM"
"629","TCO 8","43","hit_2","DANINT"
"630","TCO 8","44","hit_1","DANINT"
"631","TCO 8","45","hit_1","DANINT"
"632","TCO 8","45","hit_2","SOLMUL"
"633","TCO 8","46","hit_1","DANINT"
"634","TCO 8","46","hit_2","VACSPP"
"635","TCO 8","47","hit_1","ARTSCO"
"636","TCO 8","48","hit_1","ARTSCO"
"637","TCO 8","48","hit_2","DANINT"
"638","TCO 8","49","hit_1","DANINT"
"639","TCO 8","49","hit_2","POTDIV"
"640","TCO 8","49","hit_3","AGOGLA"
"641","TCO 8","50","hit_1","DANINT"
"642","TCO 3","1","hit_1","DESCES"
"643","TCO 3","1","hit_2","DANINT"
"644","TCO 3","1","hit_3","VACSPP"
"645","TCO 3","1","hit_4","VIOADU"
"646","TCO 3","2","hit_1","GENPAR"
"647","TCO 3","2","hit_2","DANINT"
"648","TCO 3","3","hit_1","DANINT"
"649","TCO 3","3","hit_2","ARTSCO"
"650","TCO 3","3","hit_3","VACSPP"
"651","TCO 3","4","hit_1","DESCES"
"652","TCO 3","5","hit_1","DESCES"
"653","TCO 3","6","hit_1","DANINT"
"654","TCO 3","6","hit_2","ARTSCO"
"655","TCO 3","7","hit_1","DANINT"
"656","TCO 3","7","hit_2","LEWPYG"
"657","TCO 3","7","hit_3","VIOADU"
"658","TCO 3","8","hit_1","GENPAR"
"659","TCO 3","8","hit_2","DANINT"
"660","TCO 3","8","hit_3","ARTSCO"
"661","TCO 3","9","hit_1","DANINT"
"662","TCO 3","9","hit_2","LIGTEN"
"663","TCO 3","9","hit_3","VACSPP"
"664","TCO 3","10","hit_1","DESCES"
"665","TCO 3","11","hit_1","ERISIM"
"666","TCO 3","11","hit_2","LIGTEN"
"667","TCO 3","12","hit_1","DESCES"
"668","TCO 3","12","hit_2","DANINT"
"669","TCO 3","12","hit_3","VACSPP"
"670","TCO 3","12","hit_4","VIOADU"
"671","TCO 3","13","hit_1","DANINT"
"672","TCO 3","14","hit_1","DANINT"
"673","TCO 3","14","hit_2","PHLALP"
"674","TCO 3","14","hit_3","VACSPP"
"675","TCO 3","15","hit_1","DANINT"
"676","TCO 3","15","hit_2","DESCES"
"677","TCO 3","15","hit_3","VIOADU"
"678","TCO 3","16","hit_1","DESCES"
"679","TCO 3","16","hit_2","LIGTEN"
"680","TCO 3","17","hit_1","DESCES"
"681","TCO 3","17","hit_2","GENPAR"
"682","TCO 3","18","hit_1","DANINT"
"683","TCO 3","18","hit_2","PHLALP"
"684","TCO 3","18","hit_3","VACSPP"
"685","TCO 3","19","hit_1","DANINT"
"686","TCO 3","19","hit_2","VIOADU"
"687","TCO 3","20","hit_1","DANINT"
"688","TCO 3","20","hit_2","HIEGRA"
"689","TCO 3","21","hit_1","DANINT"
"690","TCO 3","21","hit_2","ARTSCO"
"691","TCO 3","21","hit_3","VIOADU"
"692","TCO 3","22","hit_1","DANINT"
"693","TCO 3","22","hit_2","DESCES"
"694","TCO 3","22","hit_3","VACSPP"
"695","TCO 3","22","hit_4","POTDIV"
"696","TCO 3","23","hit_1","DANINT"
"697","TCO 3","23","hit_2","VACSPP"
"698","TCO 3","24","hit_1","DANINT"
"699","TCO 3","24","hit_2","VACSPP"
"700","TCO 3","25","hit_1","DANINT"
"701","TCO 3","25","hit_2","POTDIV"
"702","TCO 3","26","hit_1","DANINT"
"703","TCO 3","27","hit_1","DANINT"
"704","TCO 3","27","hit_2","VACSPP"
"705","TCO 3","28","hit_1","DANINT"
"706","TCO 3","28","hit_2","PHLALP"
"707","TCO 3","29","hit_1","DESCES"
"708","TCO 3","30","hit_1","DANINT"
"709","TCO 3","30","hit_2","VACSPP"
"710","TCO 3","31","hit_1","DANINT"
"711","TCO 3","31","hit_2","VACSPP"
"712","TCO 3","32","hit_1","DANINT"
"713","TCO 3","32","hit_2","HIEGRA"
"714","TCO 3","33","hit_1","DESCES"
"715","TCO 3","34","hit_1","DESCES"
"716","TCO 3","34","hit_2","VACSPP"
"717","TCO 3","35","hit_1","ARTSCO"
"718","TCO 3","35","hit_2","VACSPP"
"719","TCO 3","35","hit_3","DANINT"
"720","TCO 3","35","hit_4","UNKTOL"
"721","TCO 3","35","hit_5","VIOADU"
"722","TCO 3","36","hit_1","VACSPP"
"723","TCO 3","36","hit_2","DESCES"
"724","TCO 3","37","hit_1","DANINT"
"725","TCO 3","38","hit_1","DANINT"
"726","TCO 3","38","hit_2","VACSPP"
"727","TCO 3","38","hit_3","LEWPYG"
"728","TCO 3","39","hit_1","DANINT"
"729","TCO 3","39","hit_2","HIEGRA"
"730","TCO 3","39","hit_3","ERISIM"
"731","TCO 3","39","hit_4","ARTSCO"
"732","TCO 3","40","hit_1","VIOADU"
"733","TCO 3","40","hit_2","LIGTEN"
"734","TCO 3","41","hit_1","DESCES"
"735","TCO 3","41","hit_2","POLBIS"
"736","TCO 3","41","hit_3","VIOADU"
"737","TCO 3","42","hit_1","POAFAT2"
"738","TCO 3","42","hit_2","DANINT"
"739","TCO 3","42","hit_3","ACHMIL"
"740","TCO 3","43","hit_1","DESCES"
"741","TCO 3","43","hit_2","DANINT"
"742","TCO 3","45","hit_1","VIOADU"
"743","TCO 3","45","hit_2","LIGTEN"
"744","TCO 3","46","hit_1","DESCES"
"745","TCO 3","47","hit_1","DESCES"
"746","TCO 3","48","hit_1","DESCES"
"747","TCO 3","49","hit_1","DESCES"
"748","TCO 3","49","hit_2","DANINT"
"749","TCO 3","49","hit_3","PHLALP"
"750","TCO 3","50","hit_1","DESCES"
"751","TCO 3","50","hit_2","DANINT"
"752","TCO 3","50","hit_3","VIOADU"
"753","TCO 7","1","hit_1","DANINT"
"754","TCO 7","2","hit_1","DANINT"
"755","TCO 7","3","hit_1","DANINT"
"756","TCO 7","4","hit_1","GENPAR"
"757","TCO 7","4","hit_2","SIBPRO"
"758","TCO 7","6","hit_1","DANINT"
"759","TCO 7","6","hit_2","GEUROS"
"760","TCO 7","7","hit_1","DANINT"
"761","TCO 7","8","hit_1","DANINT"
"762","TCO 7","9","hit_1","DANINT"
"763","TCO 7","10","hit_1","DANINT"
"764","TCO 7","10","hit_2","SIBPRO"
"765","TCO 7","11","hit_1","DANINT"
"766","TCO 7","11","hit_2","ERISIM"
"767","TCO 7","12","hit_1","POTDIV"
"768","TCO 7","13","hit_1","DANINT"
"769","TCO 7","13","hit_2","SIBPRO"
"770","TCO 7","14","hit_1","DANINT"
"771","TCO 7","14","hit_2","POLBIS"
"772","TCO 7","15","hit_1","DANINT"
"773","TCO 7","16","hit_1","ARTSCO"
"774","TCO 7","16","hit_2","DANINT"
"775","TCO 7","17","hit_1","DANINT"
"776","TCO 7","17","hit_2","GEUROS"
"777","TCO 7","18","hit_1","DANINT"
"778","TCO 7","19","hit_1","DANINT"
"779","TCO 7","20","hit_1","DANINT"
"780","TCO 7","20","hit_2","ARTSCO"
"781","TCO 7","20","hit_4","ANTMED"
"782","TCO 7","21","hit_1","DANINT"
"783","TCO 7","22","hit_1","DANINT"
"784","TCO 7","22","hit_2","SIBPRO"
"785","TCO 7","23","hit_1","DANINT"
"786","TCO 7","24","hit_1","DANINT"
"787","TCO 7","25","hit_1","DANINT"
"788","TCO 7","26","hit_1","DANINT"
"789","TCO 7","27","hit_1","DANINT"
"790","TCO 7","27","hit_2","GEUROS"
"791","TCO 7","28","hit_1","DANINT"
"792","TCO 7","29","hit_1","DANINT"
"793","TCO 7","29","hit_2","SIBPRO"
"794","TCO 7","30","hit_1","DANINT"
"795","TCO 7","31","hit_1","DANINT"
"796","TCO 7","31","hit_2","LIGTEN"
"797","TCO 7","32","hit_1","DANINT"
"798","TCO 7","32","hit_2","ERISIM"
"799","TCO 7","33","hit_1","DANINT"
"800","TCO 7","34","hit_1","DANINT"
"801","TCO 7","34","hit_2","SIBPRO"
"802","TCO 7","35","hit_1","DANINT"
"803","TCO 7","35","hit_2","POTDIV"
"804","TCO 7","35","hit_3","ERISIM"
"805","TCO 7","36","hit_1","DANINT"
"806","TCO 7","36","hit_2","ARTSCO"
"807","TCO 7","36","hit_3","POLBIS"
"808","TCO 7","37","hit_1","DANINT"
"809","TCO 7","38","hit_1","DANINT"
"810","TCO 7","39","hit_1","DANINT"
"811","TCO 7","39","hit_2","VACSPP"
"812","TCO 7","41","hit_1","DANINT"
"813","TCO 7","42","hit_1","DANINT"
"814","TCO 7","43","hit_1","DANINT"
"815","TCO 7","43","hit_2","VACSPP"
"816","TCO 7","44","hit_1","SIBPRO"
"817","TCO 7","45","hit_1","LIGTEN"
"818","TCO 7","45","hit_2","DANINT"
"819","TCO 7","45","hit_3","MINOBT"
"820","TCO 7","46","hit_1","DANINT"
"821","TCO 7","47","hit_1","POTDIV"
"822","TCO 7","47","hit_2","SIBPRO"
"823","TCO 7","47","hit_3","VACSPP"
"824","TCO 7","48","hit_1","DANINT"
"825","TCO 7","48","hit_2","VACSPP"
"826","TCO 7","49","hit_1","DANINT"
"827","TCO 7","49","hit_2","ARTSCO"
"828","TCO 7","50","hit_1","POTDIV"
"829","TCO 7","50","hit_2","DANINT"
"830","TCO 6","1","hit_1","VERWOR"
"831","TCO 6","1","hit_2","DESCES"
"832","TCO 6","2","hit_1","VERWOR"
"833","TCO 6","2","hit_2","DESCES"
"834","TCO 6","2","hit_3","STEUMB"
"835","TCO 6","3","hit_1","DESCES"
"836","TCO 6","3","hit_2","ERIGLA"
"837","TCO 6","3","hit_3","VERWOR"
"838","TCO 6","4","hit_1","DESCES"
"839","TCO 6","5","hit_1","GEUROS"
"840","TCO 6","5","hit_2","LIGTEN"
"841","TCO 6","5","hit_3","VERWOR"
"842","TCO 6","6","hit_1","DESCES"
"843","TCO 6","7","hit_1","LIGTEN"
"844","TCO 6","7","hit_2","DESCES"
"845","TCO 6","7","hit_3","ERIGLA"
"846","TCO 6","7","hit_4","UNKHSL"
"847","TCO 6","8","hit_1","DESCES"
"848","TCO 6","9","hit_1","DESCES"
"849","TCO 6","9","hit_2","HIEGRA"
"850","TCO 6","9","hit_3","UNKHSL"
"851","TCO 6","9","hit_4","STEUMB"
"852","TCO 6","10","hit_1","DESCES"
"853","TCO 6","10","hit_2","UNKHSL"
"854","TCO 6","11","hit_1","DESCES"
"855","TCO 6","11","hit_2","HIEGRA"
"856","TCO 6","11","hit_3","UNKHSL"
"857","TCO 6","12","hit_1","DESCES"
"858","TCO 6","12","hit_2","GENPAR"
"859","TCO 6","12","hit_3","VERWOR"
"860","TCO 6","12","hit_4","UNKHSL"
"861","TCO 6","13","hit_1","DESCES"
"862","TCO 6","14","hit_1","DESCES"
"863","TCO 6","14","hit_2","LIGTEN"
"864","TCO 6","14","hit_3","UNKHSL"
"865","TCO 6","15","hit_1","LIGTEN"
"866","TCO 6","15","hit_2","POAVSL"
"867","TCO 6","16","hit_1","DESCES"
"868","TCO 6","16","hit_2","UNKHSL"
"869","TCO 6","17","hit_1","DESCES"
"870","TCO 6","17","hit_2","LIGTEN"
"871","TCO 6","17","hit_3","LEWPYG"
"872","TCO 6","17","hit_4","VERWOR"
"873","TCO 6","18","hit_1","DESCES"
"874","TCO 6","19","hit_1","DESCES"
"875","TCO 6","19","hit_2","VERWOR"
"876","TCO 6","20","hit_1","GEUROS"
"877","TCO 6","20","hit_2","POAVSL"
"878","TCO 6","21","hit_1","DESCES"
"879","TCO 6","21","hit_2","GENPAR"
"880","TCO 6","21","hit_3","CARRTF"
"881","TCO 6","22","hit_1","VERWOR"
"882","TCO 6","22","hit_2","HIEGRA"
"883","TCO 6","23","hit_1","DESCES"
"884","TCO 6","23","hit_2","LIGTEN"
"885","TCO 6","23","hit_3","VERWOR"
"886","TCO 6","24","hit_1","DESCES"
"887","TCO 6","24","hit_2","LIGTEN"
"888","TCO 6","24","hit_3","UNKHSL"
"889","TCO 6","25","hit_1","POLBIS"
"890","TCO 6","25","hit_2","UNKHSL"
"891","TCO 6","25","hit_3","GEUROS"
"892","TCO 6","26","hit_1","PHLALP"
"893","TCO 6","26","hit_2","POAVSL"
"894","TCO 6","27","hit_1","VERWOR"
"895","TCO 6","28","hit_1","HIEGRA"
"896","TCO 6","29","hit_1","GEUROS"
"897","TCO 6","29","hit_2","TRISPI"
"898","TCO 6","30","hit_1","CARRTF"
"899","TCO 6","30","hit_2","GENAMA"
"900","TCO 6","31","hit_1","CARRTF"
"901","TCO 6","31","hit_2","VERWOR"
"902","TCO 6","32","hit_1","VERWOR"
"903","TCO 6","33","hit_1","HIEGRA"
"904","TCO 6","33","hit_2","POAVSL"
"905","TCO 6","34","hit_1","LIGTEN"
"906","TCO 6","34","hit_2","ERIGLA"
"907","TCO 6","35","hit_1","DANINT"
"908","TCO 6","35","hit_2","STEUMB"
"909","TCO 6","36","hit_1","ERISIM"
"910","TCO 6","36","hit_2","POAVSL"
"911","TCO 6","37","hit_1","POAVSL"
"912","TCO 6","37","hit_2","CARRTF"
"913","TCO 6","37","hit_3","ERISIM"
"914","TCO 6","38","hit_1","CARRTF"
"915","TCO 6","38","hit_2","HIEGRA"
"916","TCO 6","38","hit_3","UNKHSL"
"917","TCO 6","39","hit_1","DESCES"
"918","TCO 6","39","hit_2","HIEGRA"
"919","TCO 6","40","hit_1","DANINT"
"920","TCO 6","40","hit_2","UNKHSL"
"921","TCO 6","41","hit_1","VERWOR"
"922","TCO 6","42","hit_1","DANINT"
"923","TCO 6","42","hit_2","LIGTEN"
"924","TCO 6","42","hit_3","HIEGRA"
"925","TCO 6","43","hit_1","POAVSL"
"926","TCO 6","43","hit_2","DESCES"
"927","TCO 6","44","hit_1","DESCES"
"928","TCO 6","45","hit_1","DESCES"
"929","TCO 6","46","hit_1","VERWOR"
"930","TCO 6","46","hit_2","POAVSL"
"931","TCO 6","46","hit_3","ARTSCO"
"932","TCO 6","47","hit_1","DESCES"
"933","TCO 6","48","hit_1","DANINT"
"934","TCO 6","48","hit_2","STEUMB"
"935","TCO 6","49","hit_1","DESCES"
"936","TCO 6","49","hit_2","LIGTEN"
"937","TCO 6","49","hit_3","VERWOR"
"938","TCO 6","50","hit_1","DESCES"
"939","TCO 6","50","hit_2","LIGTEN"
"940","TCO 2","1","hit_1","DESCES"
"941","TCO 2","2","hit_1","DESCES"
"942","TCO 2","2","hit_2","GEUROS"
"943","TCO 2","3","hit_1","DESCES"
"944","TCO 2","3","hit_2","LEWPYG"
"945","TCO 2","4","hit_1","DANINT"
"946","TCO 2","4","hit_2","SIBPRO"
"947","TCO 2","5","hit_1","DANINT"
"948","TCO 2","5","hit_2","VERWOR"
"949","TCO 2","6","hit_1","DESCES"
"950","TCO 2","6","hit_2","HIEGRA"
"951","TCO 2","6","hit_3","SIBPRO"
"952","TCO 2","6","hit_4","ANTMED"
"953","TCO 2","7","hit_1","DESCES"
"954","TCO 2","7","hit_2","VACSPP"
"955","TCO 2","7","hit_3","GEUROS"
"956","TCO 2","8","hit_1","DANINT"
"957","TCO 2","8","hit_2","ANTMED"
"958","TCO 2","9","hit_1","DANINT"
"959","TCO 2","9","hit_2","GEUROS"
"960","TCO 2","9","hit_3","GENPAR"
"961","TCO 2","10","hit_1","DANINT"
"962","TCO 2","10","hit_2","GEUROS"
"963","TCO 2","10","hit_3","ANTMED"
"964","TCO 2","11","hit_1","DESCES"
"965","TCO 2","11","hit_2","SIBPRO"
"966","TCO 2","11","hit_3","LEWPYG"
"967","TCO 2","11","hit_4","ANTMED"
"968","TCO 2","12","hit_1","DANINT"
"969","TCO 2","13","hit_1","GENPAR"
"970","TCO 2","14","hit_1","GENPAR"
"971","TCO 2","14","hit_2","HIEGRA"
"972","TCO 2","15","hit_1","LIGTEN"
"973","TCO 2","15","hit_2","JUNDRU"
"974","TCO 2","16","hit_1","HIEGRA"
"975","TCO 2","18","hit_1","CARRTF"
"976","TCO 2","18","hit_2","SIBPRO"
"977","TCO 2","19","hit_1","HIEGRA"
"978","TCO 2","19","hit_2","JUNDRU"
"979","TCO 2","19","hit_3","POAVSL"
"980","TCO 2","19","hit_4","VIOADU"
"981","TCO 2","21","hit_1","JUNDRU"
"982","TCO 2","21","hit_2","DANINT"
"983","TCO 2","21","hit_3","VACSPP"
"984","TCO 2","22","hit_1","DANINT"
"985","TCO 2","23","hit_1","DANINT"
"986","TCO 2","23","hit_2","HIEGRA"
"987","TCO 2","24","hit_1","DANINT"
"988","TCO 2","25","hit_1","CARRTF"
"989","TCO 2","25","hit_2","VACSPP"
"990","TCO 2","26","hit_1","DANINT"
"991","TCO 2","27","hit_1","DANINT"
"992","TCO 2","28","hit_1","DANINT"
"993","TCO 2","28","hit_2","VIOADU"
"994","TCO 2","29","hit_1","DANINT"
"995","TCO 2","29","hit_2","VIOADU"
"996","TCO 2","30","hit_1","DESCES"
"997","TCO 2","30","hit_2","VACSPP"
"998","TCO 2","31","hit_1","DESCES"
"999","TCO 2","31","hit_2","LIGTEN"
"1000","TCO 2","31","hit_3","VIOADU"
"1001","TCO 2","32","hit_1","DANINT"
"1002","TCO 2","32","hit_2","ERISIM"
"1003","TCO 2","33","hit_1","DANINT"
"1004","TCO 2","33","hit_2","POAVSL"
"1005","TCO 2","34","hit_1","TRISPI"
"1006","TCO 2","35","hit_1","DANINT"
"1007","TCO 2","35","hit_2","ARTSCO"
"1008","TCO 2","36","hit_1","POAVSL"
"1009","TCO 2","37","hit_1","DANINT"
"1010","TCO 2","37","hit_2","VIOADU"
"1011","TCO 2","38","hit_1","VIOADU"
"1012","TCO 2","39","hit_1","DANINT"
"1013","TCO 2","40","hit_1","DANINT"
"1014","TCO 2","42","hit_1","DANINT"
"1015","TCO 2","42","hit_2","HIEGRA"
"1016","TCO 2","43","hit_1","DESCES"
"1017","TCO 2","43","hit_2","PHLALP"
"1018","TCO 2","44","hit_1","DANINT"
"1019","TCO 2","44","hit_2","VIOADU"
"1020","TCO 2","45","hit_1","DANINT"
"1021","TCO 2","45","hit_2","ARTSCO"
"1022","TCO 2","45","hit_3","HIEGRA"
"1023","TCO 2","45","hit_4","POAVSL"
"1024","TCO 2","46","hit_1","VACSPP"
"1025","TCO 2","47","hit_1","DESCES"
"1026","TCO 2","48","hit_1","DESCES"
"1027","TCO 2","49","hit_1","DESCES"
"1028","TCO 2","49","hit_2","VIOADU"
"1029","TCO 2","50","hit_1","DANINT"
"1030","TCO 1","1","hit_1","CARROS"
"1031","TCO 1","1","hit_2","VACSPP"
"1032","TCO 1","3","hit_1","JUNDRU"
"1033","TCO 1","3","hit_2","AGOGLA"
"1034","TCO 1","5","hit_1","ACHMIL"
"1035","TCO 1","8","hit_1","JUNDRU"
"1036","TCO 1","9","hit_1","JUNDRU"
"1037","TCO 1","9","hit_2","AGOGLA"
"1038","TCO 1","10","hit_1","JUNDRU"
"1039","TCO 1","11","hit_1","JUNDRU"
"1040","TCO 1","11","hit_2","ACHMIL"
"1041","TCO 1","12","hit_1","AGOGLA"
"1042","TCO 1","13","hit_1","ACHMIL"
"1043","TCO 1","14","hit_1","ANTMED"
"1044","TCO 1","15","hit_1","JUNDRU"
"1045","TCO 1","16","hit_1","JUNDRU"
"1046","TCO 1","16","hit_2","PACCRO"
"1047","TCO 1","17","hit_1","JUNDRU"
"1048","TCO 1","17","hit_2","VACSPP"
"1049","TCO 1","18","hit_1","ANTMED"
"1050","TCO 1","21","hit_1","JUNDRU"
"1051","TCO 1","21","hit_2","CARROS"
"1052","TCO 1","22","hit_1","JUNDRU"
"1053","TCO 1","23","hit_1","CARROS"
"1054","TCO 1","24","hit_1","ACHMIL"
"1055","TCO 1","24","hit_2","VACSPP"
"1056","TCO 1","26","hit_1","CARRTF"
"1057","TCO 1","27","hit_1","CARRTF"
"1058","TCO 1","27","hit_2","UNKHSL"
"1059","TCO 1","28","hit_1","CARRTF"
"1060","TCO 1","28","hit_2","ANTMED"
"1061","TCO 1","29","hit_1","VACSPP"
"1062","TCO 1","31","hit_1","VACSPP"
"1063","TCO 1","33","hit_1","CARRTF"
"1064","TCO 1","34","hit_1","JUNDRU"
"1065","TCO 1","35","hit_1","JUNDRU"
"1066","TCO 1","37","hit_1","ACHMIL"
"1067","TCO 1","39","hit_1","JUNDRU"
"1068","TCO 1","39","hit_2","VACSPP"
"1069","TCO 1","40","hit_1","JUNDRU"
"1070","TCO 1","40","hit_2","CARRTF"
"1071","TCO 1","40","hit_3","AGOGLA"
"1072","TCO 1","40","hit_4","VACSPP"
"1073","TCO 1","41","hit_1","AGOGLA"
"1074","TCO 1","43","hit_1","CARRTF"
"1075","TCO 1","43","hit_2","AGOGLA"
"1076","TCO 1","44","hit_1","CARRTF"
"1077","TCO 1","45","hit_1","AGOGLA"
"1078","TCO 1","45","hit_2","CARRTF"
"1079","TCO 1","47","hit_1","PACCRO"
"1080","TCO 1","48","hit_1","VERWOR"
"1081","TCO 1","49","hit_1","CARRTF"
"1082","TCO 1","49","hit_2","AGOGLA"
"1083","TCO 1","50","hit_1","VACSPP"
"1084","TCO 5","1","hit_1","LIGTEN"
"1085","TCO 5","2","hit_1","SIBPRO"
"1086","TCO 5","4","hit_1","LIGTEN"
"1087","TCO 5","5","hit_1","JUNDRU"
"1088","TCO 5","5","hit_2","POTDIV"
"1089","TCO 5","7","hit_1","JUNDRU"
"1090","TCO 5","8","hit_1","JUNDRU"
"1091","TCO 5","8","hit_2","HIEGRA"
"1092","TCO 5","9","hit_1","JUNDRU"
"1093","TCO 5","9","hit_2","GEUROS"
"1094","TCO 5","9","hit_3","VERWOR"
"1095","TCO 5","10","hit_1","JUNDRU"
"1096","TCO 5","10","hit_2","GEUROS"
"1097","TCO 5","10","hit_3","SIBPRO"
"1098","TCO 5","11","hit_1","JUNDRU"
"1099","TCO 5","11","hit_2","POTDIV"
"1100","TCO 5","12","hit_1","JUNDRU"
"1101","TCO 5","12","hit_2","GEUROS"
"1102","TCO 5","12","hit_3","SIBPRO"
"1103","TCO 5","13","hit_1","JUNDRU"
"1104","TCO 5","13","hit_2","LIGTEN"
"1105","TCO 5","13","hit_3","GEUROS"
"1106","TCO 5","14","hit_1","GEUROS"
"1107","TCO 5","16","hit_1","LIGTEN"
"1108","TCO 5","17","hit_1","HIEGRA"
"1109","TCO 5","17","hit_2","SIBPRO"
"1110","TCO 5","18","hit_1","JUNDRU"
"1111","TCO 5","18","hit_2","GEUROS"
"1112","TCO 5","18","hit_3","SIBPRO"
"1113","TCO 5","19","hit_1","SIBPRO"
"1114","TCO 5","20","hit_1","DESCES"
"1115","TCO 5","21","hit_1","SIBPRO"
"1116","TCO 5","24","hit_1","POLBIS"
"1117","TCO 5","25","hit_1","LIGTEN"
"1118","TCO 5","25","hit_2","POTDIV"
"1119","TCO 5","26","hit_1","LIGTEN"
"1120","TCO 5","27","hit_1","SIBPRO"
"1121","TCO 5","28","hit_1","GENPAR"
"1122","TCO 5","29","hit_1","JUNDRU"
"1123","TCO 5","29","hit_2","POLBIS"
"1124","TCO 5","30","hit_1","HIEGRA"
"1125","TCO 5","31","hit_1","DANINT"
"1126","TCO 5","31","hit_2","SIBPRO"
"1127","TCO 5","31","hit_3","HIEGRA"
"1128","TCO 5","32","hit_1","SIBPRO"
"1129","TCO 5","33","hit_1","POTDIV"
"1130","TCO 5","34","hit_1","TRISPI"
"1131","TCO 5","34","hit_2","DANINT"
"1132","TCO 5","34","hit_3","SIBPRO"
"1133","TCO 5","35","hit_1","DANINT"
"1134","TCO 5","35","hit_2","PHLALP"
"1135","TCO 5","36","hit_1","DANINT"
"1136","TCO 5","36","hit_2","HIEGRA"
"1137","TCO 5","36","hit_3","CARRTF"
"1138","TCO 5","37","hit_1","SIBPRO"
"1139","TCO 5","38","hit_1","SIBPRO"
"1140","TCO 5","39","hit_1","GEUROS"
"1141","TCO 5","40","hit_1","UNKHSL"
"1142","TCO 5","41","hit_1","JUNDRU"
"1143","TCO 5","42","hit_1","DESCES"
"1144","TCO 5","42","hit_3","GEUROS"
"1145","TCO 5","43","hit_1","DESCES"
"1146","TCO 5","43","hit_2","GEUROS"
"1147","TCO 5","44","hit_1","DESCES"
"1148","TCO 5","44","hit_2","GEUROS"
"1149","TCO 5","44","hit_3","HIEGRA"
"1150","TCO 5","45","hit_1","UNKHSL"
"1151","TCO 5","46","hit_1","UNKHSL"
"1152","TCO 5","47","hit_1","JUNDRU"
"1153","TCO 5","48","hit_1","DESCES"
"1154","TCO 5","48","hit_2","VERWOR"
"1155","TCO 5","48","hit_3","UNKHSL"
"1156","TCO 5","49","hit_1","VERWOR"
"1157","SCO 8","1","hit_1","VACSPP"
"1158","SCO 8","2","hit_1","VACSPP"
"1159","SCO 8","2","hit_2","SELDEN"
"1160","SCO 8","3","hit_1","VACSPP"
"1161","SCO 8","3","hit_2","ANTMED"
"1162","SCO 8","4","hit_1","AREFEN"
"1163","SCO 8","8","hit_1","VACSPP"
"1164","SCO 8","8","hit_2","SELDEN"
"1165","SCO 8","9","hit_1","DANINT"
"1166","SCO 8","10","hit_1","VACSPP"
"1167","SCO 8","11","hit_1","CAMROT"
"1168","SCO 8","13","hit_1","VACSPP"
"1169","SCO 8","13","hit_2","ANTMED"
"1170","SCO 8","14","hit_1","SELDEN"
"1171","SCO 8","17","hit_2","SELDEN"
"1172","SCO 8","19","hit_1","VACSPP"
"1173","SCO 8","20","hit_1","CARSPP1"
"1174","SCO 8","22","hit_1","SELDEN"
"1175","SCO 8","25","hit_1","VACSPP"
"1176","SCO 8","28","hit_1","VACSPP"
"1177","SCO 8","29","hit_1","VACSPP"
"1178","SCO 8","31","hit_1","VACSPP"
"1179","SCO 8","33","hit_1","VACSPP"
"1180","SCO 8","35","hit_1","MINOBT"
"1181","SCO 8","37","hit_1","VACSPP"
"1182","SCO 8","40","hit_1","VACSPP"
"1183","SCO 8","41","hit_1","JUNPAR"
"1184","SCO 8","41","hit_2","ARTSCO"
"1185","SCO 8","42","hit_1","VACSPP"
"1186","SCO 8","43","hit_1","ANTMED"
"1187","SCO 8","45","hit_1","SIBPRO"
"1188","SCO 8","48","hit_1","FESBRA"
"1189","SCO 8","49","hit_1","CARSPP1"
"1190","SCO 4","1","hit_1","VACSPP"
"1191","SCO 4","2","hit_1","SELDEN"
"1192","SCO 4","3","hit_1","SOLMUL"
"1193","SCO 4","4","hit_2","ANTMED"
"1194","SCO 4","6","hit_1","VACSPP"
"1195","SCO 4","7","hit_1","VACSPP"
"1196","SCO 4","9","hit_1","VACSPP"
"1197","SCO 4","11","hit_1","VACSPP"
"1198","SCO 4","14","hit_1","VACSPP"
"1199","SCO 4","15","hit_1","VACSPP"
"1200","SCO 4","16","hit_1","VACSPP"
"1201","SCO 4","17","hit_1","VACSPP"
"1202","SCO 4","19","hit_1","ANTMED"
"1203","SCO 4","20","hit_1","VACSPP"
"1204","SCO 4","20","hit_2","ANTMED"
"1205","SCO 4","21","hit_1","VACSPP"
"1206","SCO 4","24","hit_1","VACSPP"
"1207","SCO 4","25","hit_1","SELDEN"
"1208","SCO 4","27","hit_1","VACSPP"
"1209","SCO 4","29","hit_1","CARSPP1"
"1210","SCO 4","30","hit_1","CARSPP1"
"1211","SCO 4","30","hit_2","SELDEN"
