date,monitors,subplot,point,hit_1,hit_2,hit_3,hit_4,hit_5,hit_6,hit_7,hit_8,UNKNOWNS,notes,Date Entered,Entered By,Data Entry Notes,Data Location,QA/QC
8/17/2018,"Cliff, Noah",TBS 1,1,VAC sp. ,,,,,,,,CARROS is unconfirmed. There is a similar Car spp with a taller flower,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,2,JUNDRU ,LITTER,,,,,,,UNKHSL we started calling VIOADU later for 8/17 data,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,3,JUNDRU ,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,4,JUNDRU ,AGOGLA,LITTER,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,5,JUNDRU ,VAC sp. ,AGOGLA,LITTER,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,6,LITTER,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,7,CARROS,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,8,JUNDRU ,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,9,GENPAR,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,10,DANINT,VAC sp. ,LITTER,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,11,JUNDRU ,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,12,VIOADU,DANINT,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,13,JUNDRU ,VIOADU,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,14,LITTER,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,15,AGOGLA,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,16,JUNDRU ,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,17,JUNDRU ,TRIPAR,AGOGLA,LITTER,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,18,TRISPI,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,19,JUNDRU ,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,20,JUNDRU ,TRIPAR,LITTER,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,21,AGOGLA,JUNDRU,VAC sp. ,LITTER,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,22,AGOGLA,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,23,AGOGLA,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,24,LITTER,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,25,LITTER,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,26,AGOGLA,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,27,CARROS,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,28,VAC sp. ,CARROS,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,29,JUNDRU ,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,30,PHLALP,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,31,JUNDRU ,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,32,CARROS,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,33,AGOGLA,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,34,LITTER,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,35,JUNDRU ,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,36,JUNDRU ,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,37,BARE,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,38,LITTER,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,39,VAC sp. ,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,40,LITTER,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,41,JUNDRU ,VAC sp. ,LITTER,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,42,JUNDRU ,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,43,JUNDRU ,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,44,LITTER,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,45,BARE,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,46,AGOGLA,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,47,BARE,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,48,ANTMED,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,49,JUNDRU ,VIOADU,LITTER,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,50,VAC sp. ,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 1,P,ACHMIL,POTDIV,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,1,DANINT,AGOGLA,LITTER,,,,,,"POASKI, CARROS",,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,2,DANINT,VIOADU,LITTER,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,3,ERIGLA,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,4,JUNDRU ,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,5,ERIGLA,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,6,ERIGLA,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,7,JUNDRU ,VIOADU,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,8,VIOADU,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,9,JUNDRU ,ERIGLA,LITTER,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,10,LICHEN,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,11,POASKI,VIOADU,ERIGLA,LIGTEN,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,12,ANTMED,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,13,DANINT,ERIGLA,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,14,JUNDRU ,ERIGLA,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,15,LITTER,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,16,ERIGLA,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,17,ERIGLA,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,18,ERIGLA,CARROS,LICHEN,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,19,DESCES,VIOADU,LITTER,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,20,DESCES,LIGTEN,LITTER,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,21,LICHEN,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,22,VIOADU,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,23,CARROS,LICHEN,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,24,LIGTEN,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,25,DESCES,VIOADU,SIBPRO,LITTER,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,26,VIOADU,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,27,JUNDRU ,VIOADU,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,28,LITTER,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,29,POLBIS,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,30,SIBPRO,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,31,LITTER,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,32,JUNDRU ,VIOADU,LITTER,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,33,JUNDRU ,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,34,JUNDRU ,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,35,POLBIS,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,36,LITTER,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,37,JUNDRU ,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,38,JUNDRU ,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,39,GEUROS,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,40,DANINT,ANTMED,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,41,ERIGLA,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,42,JUNDRU ,ERIGLA,LITTER,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,43,ERIGLA,VIOADU,LITTER,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,44,DANINT,SIBPRO,LITTER,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,45,VIOADU,,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,46,ANTMED,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,47,JUNDRU ,VIOADU,LITTER,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,48,VIOADU,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,49,DANINT,ANTMED,LITTER,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,50,CARROS,LITTER,,,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
8/17/2018,"Cliff, Noah",TBS 5,P,PHLALP,POTDIV,GENAMA,GENPAR,,,,,,,8/21/2018,"LB,JH",,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,1,DESCES,LITTER,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,2,DESCES,ERIGLA,MOSS,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,3,AGOGLA,DESCES,LITTER,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,4,DESCES,LITTER,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,5,LIGTEN,DESCES,LITTER,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,6,ERIGLA,LITTER,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,7,DESCES,VIOADU,LIGTEN ,LITTER,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,8,DESCES,LITTER,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,9,DESCES,LITTER,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,10,DESCES,LIGTEN,LITTER,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,11,CARROS,MOSS,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,12,LIGTEN,MOSS,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,13,DESCES,MOSS,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,14,DESCES,MOSS,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,15,LIGTEN,CARROS,LITTER,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,16,CARROS,LITTER,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,17,AGOGLA,,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,18,AGOGLA,,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,19,DANINT,LIGTEN,MOSS,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,20,VIOADU,,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,21,DANINT,LIGTEN,LITTER,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,22,LIGTEN,MOSS,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,23,POAALP,MOSS,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,24,AGOGLA,DESCES,MOSS,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,25,LIGTEN,MOSS,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,26,MOSS,,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,27,VIOADU,,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,28,CARNOV,SIBPRO,MOSS,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,29,CARNOV,LITTER,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,30,PHLALP,DESCES,AGOGLA,LIGTEN,LITTER,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,31,LIGTEN,SIBPRO,MOSS,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,32,LIGTEN,MOSS,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,33,CALLEP,,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,34,CALLEP,,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,35,LIGTEN,VERWOR,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,36,LITTER,,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,37,SIBPRO,LITTER,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,38,CARNOV,SCAT,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,39,CARNOV,POAALP,MOSS,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,40,CARNOV,LIGTEN,MOSS,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,41,DANINT,MOSS,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,42,LITTER,,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,43,ERIGLA,MOSS,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,44,CARNOV,GEUROS,LITTER,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,45,PHLALP,AGOGLA,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,46,DANINT,LIGTEN,LITTER,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,47,CARNOV,ARTSCO,LITTER,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,48,SIBPRO,LITTER,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,49,CALLEP,AGOGLA,LITTER,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,50,LITTER,,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 2,P,POTDIV,,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 6,1,DESCES,LITTER,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 6,2,DESCES,LITTER,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 6,3,DESCES,LITTER,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 6,4,DESCES,LIGTEN,LITTER,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 6,5,PHLALP,DESCES,LIGTEN ,POTDIV,LITTER,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 6,6,DESCES,VERWOR,MOSS,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 6,7,DESCES,LITTER,,,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
,"Cliff, Noah",TBS 6,8,LITTER,DESCES,LIGTEN ,ERIGLA,,,,,,,8/21/2018,"LB,JH",No date on data sheet. Opposite side (TBS 1 and TBS 5) has date of 8/17/18. LS ,Subplot Datasheets,JC
